short_name,authors,authors_in-text,title,secondary_title,year,month,day,volume,issue,pages,url,focus,comments,sort_name
"Pahlavi, N.d.","Pahlavi, Ashraf",Pahlavi,Report on the Islamic Republic’s Terrorism Abroad,,N.d.,,,,,,http://princessashrafpahlavi.org/index.php/en/8-artciles/27-report-on-the-islamic-republic-s-terrorism-abroad,"Focuses on broader pattern | Mentions 1.1980-01 (Bakhtiar ‘80), 1.1980-02 (Tabatabai), 1.1979-01 (Shafigh), 1.1982-01 (Missaghi), 1.1982-02 (Mirani), 1.1982-03 (Zol-Anvar), 1.1982-04 (Rahdar), possibly 1.1986-02 (Monfared), 1.1983-01 (Rahimi), 1.1984-01 (Oveissi), 1.1985-01 (Shahverdilou), 1.1985-02 (Aziz-Moradi), 1.1986-01 (Fazeli), 1.1986-03 (Van), 1.1987-01 (Mohammadi), 1.1987-02 (Chitgar), 1.1987-03 (Pourshafizadeh), 1.1987-04 (Amir-Parviz), 1.1987-05 (Mansouri), 1.1987-06 (Moradi-Talebi), 1.1987-07 (Tavakoli-Nabavi), 1.1988-01 (Mojtahedzadeh), 1.1988-02 (UNHCR Karachi), 1.1989-01 (Bayahmadi), 1.1989-02 (Ghassemlou), 1.1989-03 (Javadi/G. Keshavarz), 1.1989-04 (Kamangar), 1.1989-05 (H. Keshavarz), 1.1990-01 (Balouch Khan), 1.1990-02 (Mir-Abedini), 1.1990-03 (K. Rajavi), 1.1990-04 (Kashefpour), 1.1990-05 (Ghazi), 1.1990-07 (Elahi), 1.1991-01 (Boroumand), 1.1991-03 (Agha), 1.1991-04 (Bakhtiar ‘91), 1.1991-06 (Yazdanpanah), M. Rajavi (table 1.2), 1.1992-01 (K. Hedayati), 1.1992-02 (Firuzi), 1.1992-05 (K.M. Moghadam), 1.1992-06 (Farrokhzad), 1.1992-08 (Sharafkandi), 1.1992-03 (Ghorbani), 1.1993-03 (Naghdi), 1.1993-04 (Arbab), 1.1992-09 (Gholizadeh), 1.1994-01 (Kermanj), 1.1994-07 (Hamzei’i), 1.1996-02 (Z. Rajabi), 1.1996-03 (Mollahzadeh), 1.1996-05 (Mazlouman)",“Princess Ashraf Pahlavi” was “the twin sister of the late Mohammad Reza Shah Pahlavi” [“H.I.H. Princess Ashraf Pahlavi.” Official site of H.I.H. Ashraf Pahlavi. 2016. Web. http://princessashrafpahlavi.org/en/about-us/ashraf-pahlavi-2. 30 Nov. 2016],"Pahlavi, N.d."
"""Paid,"" 1999",,,"Paid Notice: Memorials: Shafigh, Shahriar",New York Times,1999,12,7,,,,http://search.proquest.com/docview/431326397,Focuses on 1.1979-01 (Shafigh),,"Paid, 1999"
"Parker et al., 2000","Parker, Karen; Heindel, Anne; Branch, Adam",Parker et al.,Armed Conflict in the World Today: A Country by Country Review,,2000,,,,,,http://www.guidetoaction.org/parker/2000reports.html,"Mentions 1.1990-03 (K. Rajavi), 1.1996-02 (Z. Rajabi)",,"Parker et al., 2000"
"PDK-Iran, N.d.",PDK-Iran,PDK-Iran,Victims of Iranian State Terrorism,,N.d.,,,,,,http://www.pdk-iran.org/english/doc/terorismus.htm,Focuses on broader pattern | Mentions many events,"The Democratic Party of Iranian Kurdistan (PDKI) was founded . . . . for the purpose of creating a modern, well-organized and popular political party with an explicit commitment to democracy, liberty, social justice and gender equality . . . . The PDKI struggles to attain Kurdish national rights within a federal and democratic Iran” [PDK-Iran. “About.” N.d. Web. http://pdki.org/english/about/. 20 Nov. 2016.]","PDK-Iran, N.d."
"Pear, 1980, ""Capital""","Pear, Robert",Pear,Capital Mosque Reflects Islam in Turmoil,New York Times,1980,8,24,,,,,Mentions 1.1980-02 (Tabatabai),,"Pear, 1980, Capital"
"Pear, 1980, ""Iran""","Pear, Robert",Pear,"Iran Ex-Attaché, Khomeini Foe, Slain in the U.S",New York Times,1980,7,22,,,,http://search.proquest.com/docview/121291539,Focuses on 1.1980-02 (Tabatabai) | Mentions 1.1980-01 (Bakhtiar ‘80),,"Pear, 1980, Iran"
"Pear, 1980, ""Khomeini""","Pear, Robert",Pear,Khomeini Cop in D.C. For Killing?,New York Times,1980,8,15,,,,http://search.proquest.com/news/docview/1613348712/,Compare “Iran Security” | Focuses on 1.1980-02 (Tabatabai),,"Pear, 1980, Khomeini"
"Pear, 1981","Pear, Robert",Pear,Four Indicted in ’80 Murder of Iranian Press Aide,New York Times,1981,7,17,,,,http://search.proquest.com/news/docview/120675526/,Focuses on 1.1980-02 (Tabatabai),,"Pear, 1981"
"Petrou, 2011","Petrou, Michael",Petrou,Terror Plot—or Fantasy?,Maclean’s,2011,,,124,42,40-42,https://www.macleans.ca/news/world/terror-plot-or-fantasy/,"Focuses on plot against Adel al-Jubeir | Mentions 1.1991-04 (Bakhtiar ‘91), 1.1980-02 (Tabatabai) | Alludes to broader pattern",,"Petrou, 2011"
"Petrou, 2010","Petrou, Michael",Petrou,Iran: Haunted by Satanic Verses: The Kurdish Translator of Salman Rushdie’s Infamous Book is Under Attack,Maclean’s ,2010,6,21,,,,http://search.proquest.com/docview/757891618,Focuses on Behdad (table 1.2) | Mentions 1.2010-01 (Hama Saleh),,"Petrou, 2010"
"Phillips and Prentice, 1993","Phillips, John' Prentice, Eve-Ann",Phillips and Prentice,Tehran Opponent Is Shot Dead in Rome; Muhammad Hussein Nagdi,Times [London],1993,3,17,,,,http://search.proquest.com/docview/317931948,"Focuses on 1.1993-03 (Naghdi) | Mentions 1.1991-04 (Bakhtiar ‘91), 1.1991-01 (Boroumand), 1.1986-01 (Fazeli) | Alludes to broader pattern",,"Phillips and Prentice, 1993"
"""Postal,"" 1980",,,Postal Worker Held; Charge 3 in Iranian’s Death,Chicago Tribune,1980,7,24,,,,http://search.proquest.com/news/docview/170173325/,Focuses on 1.1980-02 (Tabatabai),,"Postal, 1980"
"Prial, 1979, ""Nephew""","Prial, Frank J.",Prial,Nephew of the Shah Is Slain in Paris,New York Times,1979,12,7,,,,http://search.proquest.com/docview/123894209,Focuses on 1.1979-01 (Shafigh),,"Prial, 1979, Nephew"
"Prial, 1979, ""Theories""","Prial, Frank J.",Prial,Theories Emerging On Nephew of Shah,New York Times,1979,12,10,,,,http://search.proquest.com/docview/123894677,Focuses on 1.1979-01 (Shafigh),,"Prial, 1979, Theories"
"Rabbani, 2010","Rabbani, Ahang",Rabbani,Iranian Intellectuals and the Bahá’ís,,2010,,,,,,http://bahai-library.com/pdf/r/rabbani_iranian_intellectuals_bahais.pdf,"Mentions 1.1982-01 (Missaghi), 1.1982-02 (Mirani), 1.1982-04 (Rahdar), 1.1990-03 (K. Rajavi), 1.1991-04 (Bakhtiar ‘91), 1.1992-06 (Farrokhzad), 1.1992-08 (Sharafkandi)",,"Rabbani, 2010"
"Rebien, 1996","Rebien, Kerstin",Rebien,Prosecutors Demand Life in Kurdish Killings Trial,Reuters ,1996,11,15,,,,http://global.factiva.com/aa/?ref=lba0000020011018dsbf00efv&pp=1&fcpil=en&napc=S&sa%20_from,Focuses on 1.1992-08 (Sharafkandi),,"Rebien, 1996"
"""Reflections,"" 2011",,,Reflections on the Iranian Assassination Plot,Stratfor,2011,10,20,,,,https://www.stratfor.com/weekly/20111019-reflections-iranian-assassination-plot,"Focuses on plot against Adel al-Jubeir | Mentions, Sharmahd (table 1.2), Nourizadeh (table 1.2), 1.1980-02 (Tabatabai), 1.1991-04 (Bakhtiar ‘91), 1.1989-02 (Ghassemlou), 1.1992-08 (Sharafkandi)",,"Reflections, 2011"
"Rempel, 1994","Rempel, William",Rempel,"Tale of Deadly Iranian Network Woven in Paris; Terrorism: An Assassination Trial’s Threads Lead as Far as California, Uncovering a Wealth of Spy Data along the Way",Los Angeles Times,1994,11,3,,,,http://articles.latimes.com/1994-11-03/news/mn-58301_1_iranian-agents,Focuses on 1.1991-04 (Bakhtiar ‘91) | Alludes to broader pattern,,"Rempel, 1994"
"Reuters, 1979, ""Iran's""",Reuters,Reuters,Iran’s Secret Service Chief in Paris Before Murder,Boston Globe,1979,12,9,,,,http://search.proquest.com/docview/747342020,Focuses on 1.1979-01 (Shafigh),,"Reuters, 1979, Iran's"
"Reuters, 1979, ""Paris""",Reuters,Reuters,Paris Killing Linked to Iran Police Aide: Lawyer Ties Slaying of the Shah’s Nephew to a Trip By General,New York Times,1979,12,9,,,,http://search.proquest.com/docview/123897217,Focuses on 1.1979-01 (Shafigh),,"Reuters, 1979, Paris"
"Reuters, 1987, ""Iranians""",Reuters,Reuters,Iranians in Britain Alerted After Killings,Chicago Sun-Times,1987,10,4,,,,http://search.proquest.com/docview/257154167,Focuses on 1.1987-07 (Tavakoli-Nabavi) | Mentions 1.1986-01 (Fazeli),,"Reuters, 1987, Iranians"
"Reuters, 1987, ""Murder""",Reuters,Reuters,Murder Case Linked to Iran,Toronto Star ,1987,7,20,,,,http://search.proquest.com/docview/435587408,"Focuses on 1.1987-02 (Chitgar) | Mentions 1.1987-04 (Amir-Parviz), 1.1986-01 (Fazeli)",,"Reuters, 1987, Murder"
"Reuters, 1987, ""Two""",Reuters,Reuters,Two Killed in Attacks on Iranian Exile Troops,Toronto Star,1987,7,9,,,,http://search.proquest.com/docview/435596782,Focuses on 1.1987-03 (Pourshafizadeh),,"Reuters, 1987, Two"
"Reuters, 1989",Reuters,Reuters,Iranian Opposition Group Says Leader is Held in LA,Orange County Register ,1989,8,28,,,,http://search.proquest.com/docview/272264548,Mentions 1.1989-03 (Javadi/G. Keshavarz),,"Reuters, 1989"
"Reuters, 1990",Reuters,Reuters,Leading Foe of Teheran Slain in Ambush Near Swiss Home,New York Times,1990,4,25,,,,http://search.proquest.com/docview/427602855,Focuses on 1.1990-03 (K. Rajavi),,"Reuters, 1990"
"Reuters, 1991",Reuters,Reuters,"Swiss Arrest Embassy Worker in Bakhtiar Murder, Iran Says",Los Angeles Times ,1991,12,26,,,,http://search.proquest.com/news/docview/1638575021/,Focuses on 1.1991-04 (Bakhtiar ‘91),,"Reuters, 1991"
"Reuters, 1993, ""Iranian Critic""",Reuters,Reuters,Iranian Critic Shot to Death,Toronto Star,1993,3,17,,,,http://search.proquest.com/docview/436813776,Focuses on 1.1993-03 (Naghdi),,"Reuters, 1993, Iranian Critic"
"Reuters, 1993, ""Iranian Exile""",Reuters,Reuters,Iranian Exile Killed,Guardian,1993,6,7,,,,http://search.proquest.com/docview/293356189,Focuses on 1.1993-04 (Arbab),,"Reuters, 1993, Iranian Exile"
"Reuters, 1996",Reuters,Reuters,Iranian Refugee Slain in Paris,Vancouver Sun [British Columbia],1996,5,29,,,,http://search.proquest.com/docview/243035800,Focuses on 1.1996-05 (Mazlouman) | Mentions 1.1991-04 (Bakhtiar ‘91),,"Reuters, 1996"
"""Reward,"" 1980",,,Reward Posted for Muslim in Tabatabai Case,Atlanta Constitution,1980,7,25,,,,http://search.proquest.com/news/docview/1612180192/,Focuses on 1.1980-02 (Tabatabai),,"Reward, 1980"
"Richards, 1993","Richards, Charles",Richards,Italy Points Finger at Islamic Terrorists in Assassination,Vancouver Sun [British Columbia],1993,3,19,,,,http://search.proquest.com/docview/243286348,Focuses on response to 1.1993-03 (Naghdi) | Alludes to broader pattern,,"Richards, 1993"
"Riding, 1990, ""For""","Riding, Alan",Riding,"For the Hostages, Link to a Paris Convict",New York Times,1990,2,7,,,,http://search.proquest.com/docview/427558951,Focuses on 1.1980-01 (Bakhtiar ‘80),,"Riding, 1990, For"
"Riding, 1990, ""Prisoners""","Riding, Alan",Riding,Prisoners in France Protest Freeing of Pro-Iran Terrorist,New York Times,1990,8,1,,,,http://search.proquest.com/docview/427784409,Focuses on 1.1980-01 (Bakhtiar ‘80),,"Riding, 1990, Prisoners"
"Riding, 1991, ""France Faulted""","Riding, Alan",Riding,France Faulted in Escape of 3 Iranians,New York Times,1991,8,21,,,,http://search.proquest.com/docview/428164624,Focuses on 1.1991-04 (Bakhtiar ‘91),,"Riding, 1991, France Faulted"
"Riding, 1991, ""France Seeks""","Riding, Alan",Riding,France Seeks Teheran Aide’s Arrest in Killing of Ex-Iran Premier,New York Times,1991,10,23,,,,http://search.proquest.com/docview/428234403,Focuses on 1.1991-04 (Bakhtiar ‘91),,"Riding, 1991, France Seeks"
"Riding, 1991, ""Iran's""","Riding, Alan",Riding,Iran’s Premier in Stormy Time Found Slain Near Paris,New York Times,1991,8,9,,,,http://search.proquest.com/docview/428172692,"Focuses on 1.1991-04 (Bakhtiar ‘91) | Mentions 1.1980-01 (Bakhtiar ‘80), 1.1991-01 (Boroumand) | Alludes to broader pattern",,"Riding, 1991, Iran's"
"Riding, 1991, ""Paris""","Riding, Alan",Riding,Paris Accuses Iranian in Killing of Shah’s Premier,New York Times,1991,9,23,,,,http://search.proquest.com/docview/428193243,Focuses on 1.1991-04 (Bakhtiar ‘91),,"Riding, 1991, Paris"
"Riding, 1991, ""Suspects""","Riding, Alan",Riding,Suspects in Iranian’s Killing Were Detained Briefly,New York Times,1991,8,14,,,,http://search.proquest.com/docview/428178568,Focuses on 1.1991-04 (Bakhtiar ‘91) | Mentions 1.1980-01 (Bakhtiar ‘80),,"Riding, 1991, Suspects"
"Riding, 1994, ""3""","Riding, Alan",Riding,3 Iranians Go on Trial in France in Slaying of Exiled Ex-Premier,New York Times,1994,11,3,,,,http://search.proquest.com/docview/429959960,Focuses on 1.1991-04 (Bakhtiar ‘91) | Alludes to 1.1990-03 (K. Rajavi) | Mentions 1.1980-01 (Bakhtiar ‘80),,"Riding, 1994, 3"
"Riding, 1994, ""France""","Riding, Alan",Riding,"France Sends 2 Murder Suspects Back to Iran, Stirring Wide Protest",New York Times,1994,1,4,,,,http://search.proquest.com/docview/429436502,"Focuses on 1.1990-03 (K. Rajavi) | Mentions 1.1980-01 (Bakhtiar ‘80), 1.1991-04 (Bakhtiar ‘91)",,"Riding, 1994, France"
"Roberts et al., 1986","Roberts, James F.; Freudenheim, Milt; Roberts, Katherine",Roberts et al.,"More Car Bombs, This Time in Iran",New York Times,1986,8,24,,,,http://search.proquest.com/docview/425963887,Mentions 1.1986-01 (Fazeli),,"Roberts et al., 1986"
"Rosenzweig, 2001","Rosenzweig, David",Rosenzweig,Los Angeles; Family of Slain Prime Minister Files Suit Against Iranian Government; Courts: Shah’s Official Was Assassinated in Paris in 1991. Relatives Now Living in California Are Invoking Terrorism Law,Los Angeles Times,2001,8,8,,,,http://search.proquest.com/docview/421801356,"Focuses on 1.1991-04 (Bakhtiar ‘91) | Mentions 1.1980-01 (Bakhtiar ‘80), 1.1990-07 (Elahi)",,"Rosenzweig, 2001"
"Ruby, 1984","Ruby, Robert",Ruby,Ex-Iranian General Known as ‘Butcher’ Shot Dead in Paris,"Sun [Baltimore, Maryland]",1984,2,8,,,,http://search.proquest.com/docview/536692680,Focuses on 1.1984-01 (Oveissi),,"Ruby, 1984"
"Sahimi, 2011","Sahimi, Muhammad",Sahimi,"The Chain Murders: Killing Dissidents and Intellectuals, 1988-1998",PBS,2011,1,5,,,,http://www.pbs.org/wgbh/pages/frontline/tehranbureau/2011/01/the-chain-murders-killing-dissidents-and-intellectuals-1988-1998.html,Focuses on broader pattern | Mentions many events,,"Sahimi, 2011"
"Saxon, 1991","Saxon, Wolfgang",Saxon,Shahpur Bakhtiar: Foe of Shah Hunted by Khomeini’s Followers,New York Times,1991,8,9,,,,http://search.proquest.com/docview/428173519,Focuses on 1.1991-04 (Bakhtiar ‘91),,"Saxon, 1991"
"""Shah Nephew Killed,"" 1979",,,Shah Nephew Killed in ‘Purge of Pawns’,"Globe and Mail [Toronto, Ontario]",1979,12,8,,,,http://search.proquest.com/docview/387017535,Focuses on 1.1979-01 (Shafigh),,"Shah Nephew Killed, 1979"
"""Shah Nephew Planned,"" 1979",,,"Shah Nephew Planned Return, His Sister Says",New York Times,1979,12,14,,,,http://search.proquest.com/docview/123881744,Focuses on 1.1979-01 (Shafigh),,"Shah Nephew Planned, 1979"
"Shannon, 1980","Shannon, Don",Shannon,Iran Aide Reported in U.S. Before Killing,Los Angeles Times ,1980,8,16,,,,http://search.proquest.com/news/docview/162886163/,Focuses on 1.1980-02 (Tabatabai) | Mentions 1.1979-01 (Shafigh),,"Shannon, 1980"
"""Shapour,"" 1991",,,Shapour Bakhtiar Slain in France,,1991,8,8,,,,http://fouman.com/history/Iranian_History_1991.html,Focuses on 1.1991-04 (Bakhtiar ‘91) | Mentions 1.1980-01 (Bakhtiar ‘80),Blog-esque,"Shapour, 1991"
"Sharrock, 1999","Sharrock, David",Sharrock,Baghdad Bombing: Iranian Opposition Group Blames Tehran for Deaths,Guardian [London],1999,6,10,,,,http://search.proquest.com/docview/245400897,Focuses on 1.1999-01 (Baghdad bus),,"Sharrock, 1999"
"""Shot,"" 1979",,,Shot on Paris Street: Shah’s Nephew Murdered,Los Angeles Times,1979,12,7,,,,http://search.proquest.com/docview/162542069,Focuses on 1.1979-01 (Shafigh),,"Shot, 1979"
"Silverman, 2002","Silverman, Ira",Silverman,An American Terrorist,New Yorker ,2002,8,5,,,,http://www.newyorker.com/magazine/2002/08/05/an-american-terrorist,Focuses on 1.1980-02 (Tabatabai) | Mentions 1.1980-01 (Bakhtiar ‘80) | Alludes to broader pattern,,"Silverman, 2002"
"Smith and Canzian, 1980, ""2""","Smith, C. Fraser; Canzian, Eileen",Smith and Canzian,"2 Held, 1 Sought in Murder of Ex-Iranian Exile","Sun [Baltimore, Maryland]",1980,7,24,,,,http://search.proquest.com/news/docview/538227951/,Focuses on 1.1980-02 (Tabatabai) | Mentions 1.1980-01 (Bakhtiar ‘80),,"Smith and Canzian, 1980, 2"
"Smith and Canzian, 1980, ""Alleged""","Smith, C. Fraser; Canzian, Eileen",Smith and Canzian,Alleged Assassin of Exile Sought at Iranian Office,"Sun [Baltimore, Maryland]",1980,7,26,,,,http://search.proquest.com/news/docview/538156998/,Focuses on 1.1980-02 (Tabatabai),,"Smith and Canzian, 1980, Alleged"
"""Son,"" 1979",,,Son of Shah’s Sister Shot to Death in Paris By Purported Iranian Agent,"Sun [Baltimore, Maryland]",1979,12,8,,,,http://search.proquest.com/docview/538222751,Focuses on 1.1979-01 (Shafigh),,"Son, 1979"
"Staunton, 1996","Staunton, Denis",Staunton,Ex President of Iran Says Khameini Gave Order for Killings,Irish Times ,1996,8,23,,,,http://global.factiva.com/aa/?ref=irti000020011018ds8n00b6&xpp=1&fcpil=en&napc=S&sa_from,Focuses on 1.1992-08 (Sharafkandi),,"Staunton, 1996"
"Student Movement Coordination Committee for Democracy in Iran, N.d.",Student Movement Coordination Committee for Democracy in Iran,Student Movement Coordination Committee for Democracy in Iran,Row Increases over Murder of Iranian Scholar in France,,N.d.,,,,,,http://daneshjoo.org/publishers/smccdinews/article_4411.shtml,"Focuses on 1.2005-01 (Vafadari) | Alludes to broader pattern | Mentions 1.1979-01 (Shafigh), 1.1991-04 (Bakhtiar ‘91), 1.1990-07 (Elahi), 1.1991-01 (Boroumand), 1.1996-05 (Mazlouman), 1.1992-08 (Sharafkandi)",Dead link | Partisan,"Student Movement Coordination Committee for Democracy in Iran, N.d."
"Sulzberger, 1980, ""2""","Sulzberger, A.O., Jr.",Sulzberger,2 Held in Slaying of Iranian in U.S. and 3d is Sought,New York Times,1980,7,24,,,,http://search.proquest.com/news/docview/121134397/,Focuses on 1.1980-02 (Tabatabai) | Mentions 1.1980-01 (Bakhtiar ‘80),,"Sulzberger, 1980, 2"
"Sulzberger, 1980, ""Algeria""","Sulzberger, A.O., Jr.",Sulzberger,Algeria Linked to Suspect an Slaying of Iranian in U.S.: Two Are in Custody Considered Algerian Territory,New York Times,1980,7,26,,,,http://search.proquest.com/news/docview/121129713/,Focuses on 1.1980-02 (Tabatabai),,"Sulzberger, 1980, Algeria"
"Sulzberger, 1980, ""Algerians""","Sulzberger, A.O., Jr.",Sulzberger,Algerians to Allow Interviews by F.B.I.: Employee of Embassy’s Interests Section to be Questioned on Slaying of Iranian in U.S. Two Suspects in Custody,New York Times,1980,7,27,,,,http://search.proquest.com/news/docview/121163050/,Focuses on 1.1980-02 (Tabatabai),,"Sulzberger, 1980, Algerians"
"""Suspect,"" 1980",,,Suspect in U.S. Slaying of Khomeini Foe Flees,New York Times,1980,8,7,,,,http://search.proquest.com/news/docview/121357191/,Mentions plot against Massoud Rajavi,,"Suspect, 1980"
"Swain, 1996","Swain, Jon",Swain,Iranians Plotted Bomb Attacks on Paris Rebels,Times [London],1996,6,16,,,,http://search.proquest.com/docview/320509171,Focuses on “a plot to blow up the headquarters of the” National Council of Resistance | Mentions 1.1996-05 (Mazlouman) | Alludes to broader pattern,,"Swain, 1996"
"""Swiss Are,"" 1991",,,Swiss Are Warned By Iranians Over Handling of Bakhtiar Case,"Sun [Baltimore, Maryland]",1991,12,27,,,,http://search.proquest.com/docview/406711988,,,"Swiss Are, 1991"
"""Swiss Diplomats,"" 1991",,,Swiss Diplomats Restricted in Iran,New York Times,1991,12,30,,,,http://search.proquest.com/docview/428296353,Focuses on 1.1991-04 (Bakhtiar ‘91),,"Swiss Diplomats, 1991"
"""Swiss-Iran,"" 1992",,,Swiss-Iran Envoy Curb Lifted,New York Times,1992,6,12,,,,http://search.proquest.com/docview/428558565,Mentions 1.1991-04 (Bakhtiar ‘91),,"Swiss-Iran, 1992"
"""Team,"" 1979",,,"Team Will Kill Shah’s Family, Judge Vows","Globe and Mail [Toronto, Ontario]",1979,12,18,,,,http://search.proquest.com/docview/386891864,Mentions 1.1979-01 (Shafigh),,"Team, 1979"
"""Terrorism,"" 1980",,,Terrorism Strikes Home,"Sun [Baltimore, Maryland]",1980,7,25,,,,http://search.proquest.com/news/docview/538158776/,Focuses on 1.1980-02 (Tabatabai) | Mentions 1.1980-01 (Bakhtiar ‘80),Polemic,"Terrorism, 1980"
"""The Call,"" 1980",,,The Call of Islam Changed Life of Slaying Suspect,New York Times,1980,8,8,,,,http://search.proquest.com/news/docview/121170380/,Focuses on 1.1980-02 (Tabatabai),,"The Call, 1980"
"""The World,"" 1987",,,The World,Los Angeles Times,1987,7,9,,,,http://search.proquest.com/docview/292612417,,,"The World, 1987"
"Theodoulou, 1999","Theodoulou, Michael",Theodoulou,Baghdad Blast Kills 7,Times [London],1999,6,10,,,,http://search.proquest.com/docview/318134109,Focuses on 1.1999-01 (Baghdad bus),,"Theodoulou, 1999"
"Thompson and Akrami, N.d.","Thompson, John; Akrami, Sara",Thompson and Akrami,The Mullahs’ History of Assassination,Frontpagemag,N.d.,,,,,,http://www.frontpagemag.com/fpm/120985/mullahs-history-assassination-john-thompson,"Focuses on broader pattern | Mentions 1.1979-01 (Shafigh), 1.1980-02 (Tabatabai), 1.1991-04 (Bakhtiar ‘91), 1.1989-02 (Ghassemlou), 1.1984-01 (Oveissi), 1.1992-06 (Farrokhzad), 1.1992-08 (Sharafkandi)",Highly polemic,"Thompson and Akrami, N.d."
"Traynor, 1989","Traynor, Ian",Traynor,Tehran Denies Role in Kurdish Assassination,Guardian [London],1989,7,17,,,,http://www.lexisnexis.com/lnacui2api/api/version1/getDocCui?lni=40GP-RV50-00VY-93FC&csi=138620&hl=t&hv=t&hnsd=f&hns=t&hgn=t&oc=00240&perma=true,Focuses on 1.1989-02 (Ghassemlou),,"Traynor, 1989"
"Treuthardt, 1980","Treuthardt, Paul",Treuthardt,Attempt to Assassinate Iran’s Bakhtiar Foiled,Boston Globe,1980,7,18,,,,http://search.proquest.com/docview/293976180,Focuses on 1.1980-01 (Bakhtiar ‘80),,"Treuthardt, 1980"
"""Turkey,"" 1993",,,Turkey Asserts Islamic Ring That Killed 3 Has Iran Links,New York Times,1993,2,5,,,,http://search.proquest.com/docview/428939450,"Mentions the killing of “an Iranian dissident,” likely 1.1992-09 (Gholizadeh)",,"Turkey, 1993"
"""Two,"" 1987",,,Two Foes of Khomeini Killed in London; Iran Hit Team Feared,Los Angeles Times,1987,10,4,,,,http://search.proquest.com/docview/292642306,Focuses on 1.1987-07 (Tavakoli-Nabavi),,"Two, 1987"
"Tyler, 1989, ""Iranian""","Tyler, Patrick E.",Tyler,Iranian Seen as Victim of Assassination Plan: Cyprus Slaying Was Third Since June,Washington Post,1989,9,9,,,,http://search.proquest.com/docview/307198967,"Focuses on 1.1989-03 (Javadi/G. Keshavarz) | Mentions 1.1989-01 (Bayahmadi), 1.1989-02 (Ghassemlou)",,"Tyler, 1989, Iranian"
"Tyler, 1989, ""Killings""","Tyler, Patrick E.",Tyler,"Killings in Austria, Emirates Laid to Iran: Assassinations Are Said to Bear Marks of Sophisticated Agents",Washington Post,1989,8,2,,,,http://search.proquest.com/docview/307192991,"Focuses on 1.1989-02 (Ghassemlou), 1.1989-01 (Bayahmadi)",,"Tyler, 1989, Killings"
"United Press International, 1979, ""Iranian""",United Press International,United Press International,"Iranian, Hunting Sister of Shah, Kills Her Son",Hartford Courant,1979,12,8,,,,http://search.proquest.com/docview/545900780,Focuses on 1.1979-01 (Shafigh),,"United Press International, 1979, Iranian"
"United Press International, 1979, ""Shah's""",United Press International,United Press International,Shah’s Nephew Gunned Down in Paris,Boston Globe,1979,12,8,,,,http://search.proquest.com/docview/747347623,Focuses on 1.1979-01 (Shafigh),,"United Press International, 1979, Shah's"
"United Press International, 1980",United Press International,United Press International,Protesters March Again in Response to Iran’s Call,Los Angeles Times,1980,8,10,,,,http://search.proquest.com/docview/162923977,Mentions threats against Shah-Rais and Hassan-Jeru Ahmed (table 1.2),,"United Press International, 1980"
"United States Department of State, 1988",United States Department of State,United States Department of State,Patterns of Global Terrorism: 1987,,1988,,,,,,http://www.heinonline.org/HOL/Page?handle=hein.intyb/patgloter0005&size=2&collection=intyb&id=1,"Mentions broader pattern, 1.1987-03 (Pourshafizadeh) | Alludes to “Iranian defectors and dissidents” assassinated in the U.K. (probably 1.1987-07 {Tavakoli-Nabavi}), Switzerland (probably 1.1987-06 {Moradi-Talebi}), West Germany (probably 1.1987-01 {Mohammadi}), Turkey (possibly 1.1987-05 {Mansouri}, 1.1987-10 {J. Haeri}), and Pakistan (possibly 1.1987-03 {Pourshafizadeh}, 1.1987-10 {Pakistan hotel})",,"United States Department of State, 1988"
"United States Department of State, 1990",United States Department of State,United States Department of State,Patterns of Global Terrorism: 1989,,1990,,,,,,http://www.heinonline.org/HOL/Page?handle=hein.intyb/patgloter0007&size=2&collection=intyb&id=1,"Mentions broader pattern, 1.1989-03 (Bayahmadi), 1.1989-02 (Ghassemlou), 1.1989-03 (Javadi/G. Keshavarz)",,"United States Department of State, 1990"
"United States Department of State, 1991",United States Department of State,United States Department of State,Patterns of Global Terrorism: 1990,,1991,,,,,,http://www.heinonline.org/HOL/Page?handle=hein.intyb/patgloter0008&size=2&collection=intyb&id=1,"Mentions broader pattern, probably 1.1990-01 (Balouch Khan), probably 1.1990-03 (K. Rajavi), probably 1.1990-05 (Ghazi), probably 1.1990-07 (Elahi)",,"United States Department of State, 1991"
"United States Department of State, 1993",United States Department of State,United States Department of State,Patterns of Global Terrorism: 1992,,1993,,,,,,http://www.heinonline.org/HOL/Page?handle=hein.intyb/patgloter0010&size=2&collection=intyb&id=1,"Mentions broader pattern, 1.1990-03 (K. Rajavi), 1.1991-01 (Boroumand), 1.1991-04 (Bakhtiar ’91), 1.1992-06 (Farrokhzad), 1.1992-08 (Sharafkandi)",,"United States Department of State, 1993"
